Image Src,Variant Compare At Price,Option2 Name,Option1 Name,Published,Variant SKU,Variant Inventory Tracker,Variant Taxable,Type,Image Alt Text,Handle,title,Variant Grams,Variant Requires Shipping,Tags,Image Position,Body (HTML),Option3 Name,Vendor,Variant Barcode,Variant Inventory Qty,Variant Inventory Policy,Option3 Value,Variant Price,Option2 Value,Option1 Value,Variant Fulfillment Service
https://cdn.shopify.com/s/files/1/1326/0975/products/stitch_5cf65179-e3e2-441a-920b-d609d89a935e.JPG?v=1524279732,178,,,,,,,,"3D Customize Fortnite Bedding Set Duvet Cover Set Bedroom Set Bedlinenbed-covers,bedding,bedding-set,bedroom-sets,duvet,duvet-cover,duvet-cover-set,duvet-sets,flat-sheet,fortnite,pillowcases,quilt-covers",3d-customize-fortnite-bedding-set-duvet-cover-set-bedroom-set-bedlinen4,,,,,2,,,,,50,deny,,89,,Full,manual
https://cdn.shopify.com/s/files/1/1326/0975/products/pillowcases_50653b13-756d-455b-beb6-06a776be6996.JPG?v=1524279732,178,,,,,,,,"3D Customize Fortnite Bedding Set Duvet Cover Set Bedroom Set Bedlinenbed-covers,bedding,bedding-set,bedroom-sets,duvet,duvet-cover,duvet-cover-set,duvet-sets,flat-sheet,fortnite,pillowcases,quilt-covers",3d-customize-fortnite-bedding-set-duvet-cover-set-bedroom-set-bedlinen4,,,,,3,,,,,50,deny,,89,,Queen,manual
https://cdn.shopify.com/s/files/1/1326/0975/products/zipper_2abd7211-eb59-4da9-b554-84023137468b.JPG?v=1524279732,178,,,,,,,,"3D Customize Fortnite Bedding Set Duvet Cover Set Bedroom Set Bedlinenbed-covers,bedding,bedding-set,bedroom-sets,duvet,duvet-cover,duvet-cover-set,duvet-sets,flat-sheet,fortnite,pillowcases,quilt-covers",3d-customize-fortnite-bedding-set-duvet-cover-set-bedroom-set-bedlinen4,,,,,4,,,,,50,deny,,89,,King,manual
,129,,,,,,,,,3d-customize-fortnite-bedding-set-duvet-cover-set-bedroom-set-bedlinen4,,,,,,,,,,50,deny,,108.5,,California King,manual
https://cdn.shopify.com/s/files/1/1326/0975/products/TL16121610.jpg?v=1492316616,108,,Size,TRUE,,,,The Flash Duvet Cover Set,3D Customize The Flash Bedding Set Duvet Cover Set Bedroom Set Bedlinen,3d-customize-the-flash-bedding-set-duvet-cover-set-bedroom-set-bedlinen8,3D Customize The Flash Bedding Set Duvet Cover Set Bedroom Set Bedlinen,,,"bed-covers,bedding,bedding-set,bedroom-sets,duvet,duvet-cover,duvet-cover-set,duvet-sets,flat-sheet,quilt-covers,the-flash",1,"<div>
                <h3><strong>QUALITY BEDCOVER<span> FOR YOUR BEDROOM.</span></strong></h3>
                <p><span>Are you worried about the quality of bedcovers because of your sensitive skin? The solution is here.</span></p>
                <h3><strong><span>THE BEST BED COVER FOR SENSITIVE SKIN.</span></strong></h3>
                <p><span>Our 100% microfiber bed cover is made of the finest material that caresses your skin with the most gentle and soft touch. Microfiber is the best fabric for sensitive skin which is prone to allergies or skin problems.</span></p>
                <h3><strong><span>ELEGANCE AND EXCELLENCE IN ONE BED COVER.</span></strong></h3>
                <p><span>This bedding set is designed to stand out in terms of aesthetics as well as class. Washing such printed bed covers is usually difficult because machines fade the colours and impair the quality. But, with this high-quality bedcover, you don’t need to worry about because its charm and quality will not fade away.</span></p>
                <h3><strong><span>FEELS GOOD AS NEW, EVERY SINGLE TIME.</span></strong></h3>
                <p><span>Microfiber cloth is specially chosen for our bed covers because it is wrinkle- and fade-resistant with 100% guarantee for enduring use. While other bed covers become rough, dull and threadbare over time, the Bohemian bed cover is threaded to perfection and stays that way for years.</span></p>
                But remember not to use bleach, wash it gently, and let it cool tumble and line dry for the long-lasting usage.</div>
            <div></div>
            <div>
                <h3><strong><span>BED SET INCLUDES:  1* DUVET COVER 2* PILLOWCASES</span></strong></h3>
            </div>",,,,30,deny,,89.5,,Twin,manual
https://cdn.shopify.com/s/files/1/1326/0975/products/stitch_fccc56f5-e2e7-4c8e-8746-ca81e54ea13f.JPG?v=1492316617,178,,,,,,,,"3D Customize The Flash Bedding Set Duvet Cover Set Bedroom Set Bedlinenbed-covers,bedding,bedding-set,bedroom-sets,duvet,duvet-cover,duvet-cover-set,duvet-sets,flat-sheet,quilt-covers,the-flash",3d-customize-the-flash-bedding-set-duvet-cover-set-bedroom-set-bedlinen8,,,,,2,,,,,50,deny,,89,,Full,manual
https://cdn.shopify.com/s/files/1/1326/0975/products/pillowcases_e59a07e2-8b1b-4a77-8c4b-7583f9ad9a19.JPG?v=1492316618,178,,,,,,,,"3D Customize The Flash Bedding Set Duvet Cover Set Bedroom Set Bedlinenbed-covers,bedding,bedding-set,bedroom-sets,duvet,duvet-cover,duvet-cover-set,duvet-sets,flat-sheet,quilt-covers,the-flash",3d-customize-the-flash-bedding-set-duvet-cover-set-bedroom-set-bedlinen8,,,,,3,,,,,50,deny,,89,,Queen,manual
https://cdn.shopify.com/s/files/1/1326/0975/products/zipper_755a07b6-dc9f-4841-bb80-4df8520a9512.JPG?v=1492316619,178,,,,,,,,"3D Customize The Flash Bedding Set Duvet Cover Set Bedroom Set Bedlinenbed-covers,bedding,bedding-set,bedroom-sets,duvet,duvet-cover,duvet-cover-set,duvet-sets,flat-sheet,quilt-covers,the-flash",3d-customize-the-flash-bedding-set-duvet-cover-set-bedroom-set-bedlinen8,,,,,4,,,,,50,deny,,89,,King,manual
,129,,,,,,,,,3d-customize-the-flash-bedding-set-duvet-cover-set-bedroom-set-bedlinen8,,,,,,,,,,50,deny,,108.5,,California King,manual
https://cdn.shopify.com/s/files/1/1326/0975/products/TL24031706.jpg?v=1511753023,108,,Size,TRUE,,,,Overwatch Duvet Cover Set,3D Customize Overwatch Bedding Set Duvet Cover Set Bedroom Set Bedlinen,3d-customize-overwatch-bedding-set-duvet-cover-set-bedroom-set-bedlinen7,3D Customize Overwatch Bedding Set Duvet Cover Set Bedroom Set Bedlinen,,,"bed-covers,bedding,bedding-set,bedroom-sets,duvet,duvet-cover,duvet-cover-set,duvet-sets,flat-sheet,overwatch,pillowcases,quilt-covers",1,"<h3><strong><span>SWEET BEDCOVER FOR YOUR SWEET DREAMS</span></strong></h3>
            <p><span>When anyone enters a bedroom, the first thing they notice is the bed. This is precisely why an aesthetic bed cover with gorgeous design is a must.</span></p>
            <h3><strong><span>A BEDCOVER YOU CAN’T TAKE YOUR EYES OFF</span></strong></h3>
            <p><span>With a remarkable cluster of brilliant colours and fancy artwork, this bed set highlights the impression of your bedroom in an exquisite manner. The impressive arrangement of sundry designs in catchy colors and pattern make it a magnificent view for all.</span></p>
            <h3><strong><span>SUPERIOR FABRIC QUALITY THAT YOU DESERVE</span></strong></h3>
            <p>Our premium quality bed covers are made of microfiber, and that’s what makes them special. Microfiber bed covers offer unmatched softness and durability. What makes this bed cover unique from the rest are its qualities of wrinkle and fade resistance. The 1 quilt cover and 2 matching pillowcases, all are made of 100% pure and premier microfiber for luxurious feel. You’ll never want to leave your bed!</p>
            <br />
            <h3><strong><span>BED SET INCLUDES: 1* DUVET COVER 2* PILLOWCASES</span></strong></h3>",,,,30,deny,,89.5,,Twin,manual
https://cdn.shopify.com/s/files/1/1326/0975/products/stitch_2aea87ce-797d-4bc2-a8cb-020c42d8893a.JPG?v=1511753023,178,,,,,,,,"3D Customize Overwatch Bedding Set Duvet Cover Set Bedroom Set Bedlinenbed-covers,bedding,bedding-set,bedroom-sets,duvet,duvet-cover,duvet-cover-set,duvet-sets,flat-sheet,overwatch,pillowcases,quilt-covers",3d-customize-overwatch-bedding-set-duvet-cover-set-bedroom-set-bedlinen7,,,,,2,,,,,50,deny,,89,,Full,manual
https://cdn.shopify.com/s/files/1/1326/0975/products/pillowcases_73c021e1-d708-4728-954f-b90acbb46184.JPG?v=1511753023,178,,,,,,,,"3D Customize Overwatch Bedding Set Duvet Cover Set Bedroom Set Bedlinenbed-covers,bedding,bedding-set,bedroom-sets,duvet,duvet-cover,duvet-cover-set,duvet-sets,flat-sheet,overwatch,pillowcases,quilt-covers",3d-customize-overwatch-bedding-set-duvet-cover-set-bedroom-set-bedlinen7,,,,,3,,,,,50,deny,,89,,Queen,manual
https://cdn.shopify.com/s/files/1/1326/0975/products/zipper_ee647b54-264d-47d7-849e-1d247e683c83.JPG?v=1511753023,178,,,,,,,,"3D Customize Overwatch Bedding Set Duvet Cover Set Bedroom Set Bedlinenbed-covers,bedding,bedding-set,bedroom-sets,duvet,duvet-cover,duvet-cover-set,duvet-sets,flat-sheet,overwatch,pillowcases,quilt-covers",3d-customize-overwatch-bedding-set-duvet-cover-set-bedroom-set-bedlinen7,,,,,4,,,,,50,deny,,89,,King,manual
,129,,,,,,,,,3d-customize-overwatch-bedding-set-duvet-cover-set-bedroom-set-bedlinen7,,,,,,,,,,50,deny,,108.5,,California King,manual
